19000092,235,64.688,41.102,73.619,103.757,50.601,33.247,47.390,34.464
19000008,600,41.410,34.678,39.619,48.883,24.985,27.750,32.284,26.669
19000286,206,40.686,23.998,46.251,42.253,37.061,23.563,27.316,38.897
19000260,369,92.495,30.235,39.722,56.929,42.599,30.535,41.093,28.161
19000524,244,37.761,37.005,54.644,44.597,34.235,41.385,34.863,24.223
19000504,490,35.825,32.565,39.842,44.350,34.251,33.501,35.586,26.654
19000632,226,63.612,45.806,69.274,48.250,52.967,44.352,66.934,41.283
19000657,335,93.686,51.055,57.635,54.977,67.614,44.446,56.215,52.557
19000827,221,34.716,27.570,36.572,78.262,37.238,30.293,43.454,24.603
19000944,322,44.131,37.681,84.219,68.380,30.727,46.639,38.605,29.778
19001085,228,67.512,51.777,58.124,90.117,71.514,52.088,74.631,80.024
19001138,336,37.092,33.451,36.631,39.426,28.379,26.112,29.741,23.029
19001240,203,69.490,55.687,103.604,57.079,75.591,50.545,85.475,48.763
19001377,358,65.031,40.947,52.937,43.890,35.271,33.664,44.159,35.692
19001453,217,94.980,47.622,68.188,95.603,67.438,48.899,79.783,47.949
19001407,329,84.195,53.097,76.044,91.660,57.566,49.134,55.595,57.074
19001625,230,21.866,26.520,21.829,55.545,17.087,15.556,22.938,14.496
19001603,481,60.152,58.640,65.546,55.750,89.061,60.170,71.201,40.923
19001950,212,44.001,57.089,54.716,47.980,45.442,32.887,30.089,38.241
19001986,374,47.579,48.114,104.441,67.790,55.163,43.353,48.751,42.865
19002062,207,69.650,49.344,54.759,92.207,47.991,69.786,66.581,47.995
19002002,376,82.129,58.474,113.713,72.779,70.391,49.460,83.049,109.358
19002335,202,30.276,30.232,26.094,22.896,38.708,33.535,21.513,25.529
19002302,342,54.472,43.264,77.903,62.548,64.747,42.041,56.180,62.227
19002588,222,38.105,27.573,31.184,54.039,30.766,40.704,29.293,22.719
19002571,390,54.923,29.193,59.126,77.764,27.082,21.293,32.229,32.493
19002790,370,45.175,25.865,23.255,35.333,29.644,17.268,21.577,33.001
19002794,554,36.412,21.054,40.228,48.430,27.881,19.821,30.581,20.427
19002888,634,37.714,30.813,50.841,93.988,31.832,36.421,24.603,25.969
19002951,973,27.524,29.359,26.084,65.641,29.136,17.971,26.916,24.933
19003017,676,32.056,30.975,48.423,47.285,32.227,45.263,34.533,30.783
19003013,997,30.881,22.442,31.941,67.338,35.437,33.596,43.959,23.685
19003325,628,25.455,22.117,17.955,29.211,20.855,14.714,22.286,23.092
19003389,1167,41.603,19.784,26.707,63.082,12.491,18.065,17.970,17.281
19003593,720,27.024,18.258,37.157,45.581,38.289,20.918,26.487,18.634
