19000092,235,84.302,33.624,49.481,63.862,26.801,51.237,33.668,11.280
19000008,600,37.702,11.717,26.727,46.622,11.656,21.451,11.769,9.313
19000286,206,51.506,12.979,21.400,24.058,12.743,15.972,11.574,14.463
19000260,369,46.506,27.558,22.391,32.101,16.323,25.432,15.859,13.032
19000524,244,42.068,42.660,48.779,37.270,34.008,39.747,26.375,27.376
19000504,490,36.354,12.799,47.793,37.938,22.525,27.101,17.176,10.097
19000632,226,91.388,24.605,32.635,36.955,26.206,32.454,26.895,23.301
19000657,335,68.676,20.569,35.821,42.169,24.554,38.618,27.119,13.990
19000827,221,34.767,14.567,36.190,43.114,18.097,21.489,16.116,10.238
19000944,322,67.078,41.529,41.273,26.862,25.566,32.207,22.900,17.854
19001085,228,124.113,24.896,66.702,50.708,47.234,26.019,42.127,23.937
19001138,336,37.606,20.560,27.540,27.492,12.948,21.126,11.350,8.433
19001240,203,106.787,37.810,81.394,50.711,55.850,55.238,70.173,35.320
19001377,358,55.481,20.621,36.062,34.867,19.060,37.875,24.865,12.699
19001453,217,71.569,37.395,107.999,73.373,52.032,52.973,63.095,35.612
19001407,329,71.150,47.254,74.984,84.392,53.979,63.537,54.418,25.435
19001625,230,31.565,8.656,25.275,19.572,11.719,12.344,14.389,6.081
19001603,481,65.828,38.894,69.929,36.761,40.255,69.824,68.661,35.510
19001950,212,53.989,16.847,21.893,20.902,19.564,22.636,15.727,13.951
19001986,374,47.720,27.856,72.748,73.208,34.882,41.231,34.883,16.410
19002062,207,51.643,28.244,67.075,45.581,62.879,33.538,26.921,23.134
19002002,376,82.375,39.086,92.059,57.672,62.431,58.362,71.184,28.990
19002335,202,37.768,10.488,23.193,16.295,11.088,13.739,13.597,9.512
19002302,342,70.355,37.881,38.818,26.448,33.540,28.178,23.814,18.915
19002588,222,38.297,26.952,34.182,31.789,13.852,20.542,29.375,11.434
19002571,390,30.350,12.670,45.134,51.314,19.094,30.071,5.779,15.035
19002790,370,31.514,19.395,13.434,27.254,11.105,16.789,8.492,6.446
19002794,554,30.481,11.744,25.546,32.584,13.061,19.100,8.707,9.833
19002888,634,50.607,17.444,61.578,83.561,20.344,31.669,12.101,8.488
19002951,973,22.261,13.449,25.108,48.129,10.363,19.664,6.688,6.706
19003017,676,36.793,23.420,67.968,80.014,23.258,31.147,25.703,22.619
19003013,997,44.503,20.412,51.704,76.802,31.212,44.396,11.820,9.448
19003325,628,22.599,8.013,15.157,36.099,10.439,19.556,7.909,12.948
19003389,1167,25.902,6.540,50.978,74.907,8.556,22.445,7.481,6.347
19003593,720,27.624,10.290,13.130,28.057,19.888,16.503,10.330,9.249
19003423,1110,49.264,8.661,32.746,62.397,9.323,21.354,10.079,7.660
19003714,654,17.572,7.932,12.143,27.861,6.128,18.899,9.493,6.897
19003776,1000,54.032,9.470,38.093,40.789,11.050,30.866,15.902,7.597
19003827,620,35.476,54.181,27.441,32.779,26.166,37.975,27.040,22.781
19003881,1055,32.200,20.118,63.059,57.915,15.579,33.159,28.852,16.724
19004132,698,39.396,5.947,18.688,31.217,8.961,17.725,8.050,5.148
19004066,1083,39.989,17.176,34.047,47.601,15.222,27.427,19.753,6.843
19004330,641,16.372,4.711,10.717,25.529,4.494,14.048,4.920,6.986
19004219,994,32.352,15.368,60.551,58.306,16.131,36.808,30.952,12.774
19004448,646,25.289,10.208,19.755,29.973,10.139,19.640,9.578,9.913
19004401,987,56.728,8.387,19.871,34.517,8.123,20.626,8.461,7.301
19004612,759,19.879,5.009,18.146,41.317,5.251,16.325,8.973,4.283
19004655,1183,27.029,6.467,22.407,58.915,9.679,23.387,6.745,8.330
19004894,572,31.865,14.866,11.731,21.414,6.308,17.181,7.825,5.750
19004948,837,45.371,9.207,32.957,33.342,14.770,23.565,13.525,12.529
19005136,748,75.609,38.472,34.882,30.127,30.024,37.600,36.747,24.278
19005122,1277,15.306,6.529,45.052,77.215,8.171,28.915,7.952,6.499
19005219,601,30.615,9.347,16.424,21.039,6.807,21.608,9.368,6.489
19005251,821,23.205,6.619,15.319,32.314,7.771,19.568,7.423,5.513
19005474,544,36.667,13.131,30.844,17.903,24.976,19.854,18.234,14.027
19005400,1007,46.975,15.616,26.901,21.011,13.988,23.631,14.422,13.461
19005697,420,41.944,17.715,25.513,36.460,11.487,17.067,19.062,6.817
19005730,686,69.245,43.887,60.080,77.010,50.358,65.158,42.724,39.127
19005915,352,48.696,13.191,16.835,20.589,8.336,19.236,19.483,10.253
19005845,498,65.598,36.152,62.522,59.780,32.505,56.659,36.460,19.500
19006032,243,26.642,8.424,19.171,20.917,10.389,13.753,16.802,13.825
19006009,461,45.879,27.090,53.871,52.145,26.122,27.698,33.639,18.366
19006355,235,72.382,28.325,55.531,93.380,33.159,77.074,71.686,24.789
19006327,417,61.758,25.338,44.939,51.282,30.626,53.546,32.511,24.618
19006413,238,30.018,17.499,26.933,21.290,11.843,16.715,11.696,5.823
19006450,459,74.951,59.766,101.833,59.485,62.575,47.379,44.407,29.546
