19000092,235,63.278,32.509,65.991,88.496,22.997,49.983,35.628,11.303
19000008,600,37.870,10.633,39.252,36.606,9.423,24.932,11.114,8.164
19000286,206,38.728,17.251,29.542,19.378,11.084,17.139,11.021,12.006
19000260,369,48.838,19.296,24.332,24.632,14.690,26.723,18.809,13.151
19000524,244,39.068,20.444,65.479,53.471,28.402,41.322,27.474,18.972
19000504,490,37.333,13.464,66.416,33.714,20.236,30.063,17.528,9.300
19000632,226,69.238,23.566,26.784,43.071,23.275,35.667,25.262,23.074
19000657,335,67.494,28.509,50.561,37.267,22.036,32.820,23.166,13.859
19000827,221,34.664,12.236,41.511,36.367,18.265,29.467,15.537,10.720
19000944,322,91.566,26.393,37.120,26.502,16.841,38.985,21.217,14.736
19001085,228,92.156,30.880,59.579,57.822,43.612,34.692,25.735,23.168
19001138,336,36.408,13.390,30.445,21.237,15.596,25.400,22.032,8.717
19001240,203,74.593,37.073,53.754,60.396,38.623,66.316,63.948,42.874
19001377,358,55.037,21.612,43.226,35.380,21.715,38.159,45.489,11.732
19001453,217,71.783,35.528,90.287,74.154,40.225,50.237,65.763,35.192
19001407,329,76.940,44.864,58.879,44.219,63.556,53.479,49.684,24.640
19001625,230,21.914,7.667,30.513,17.421,13.342,16.529,13.295,6.556
19001603,481,61.353,38.552,54.567,38.623,42.258,61.690,60.995,35.720
19001950,212,44.600,16.995,27.690,23.861,13.368,21.275,16.208,10.218
19001986,374,57.830,28.861,74.274,68.422,31.387,38.355,16.825,15.219
19002062,207,51.312,27.333,78.343,56.127,34.196,29.010,26.352,22.752
19002002,376,82.191,73.067,71.854,66.915,44.259,63.187,41.540,31.721
19002335,202,29.315,9.620,21.558,14.046,9.000,17.697,8.557,7.514
19002302,342,54.632,20.167,40.122,19.452,27.915,27.402,21.012,18.901
19002588,222,38.000,13.308,34.117,30.209,12.333,23.661,13.204,10.628
19002571,390,30.209,13.813,43.328,38.110,22.574,35.978,6.541,16.464
19002790,370,24.138,19.047,20.480,19.378,10.187,19.461,11.906,9.671
19002794,554,29.835,7.953,18.173,24.084,12.698,22.397,14.138,10.136
19002888,634,30.826,33.169,77.892,81.481,19.161,35.280,9.288,8.392
19002951,973,21.149,7.270,26.847,42.295,8.032,24.923,14.466,7.507
19003017,676,32.325,24.140,65.253,65.813,23.055,29.016,25.598,23.077
19003013,997,29.965,17.003,47.693,57.816,35.443,45.015,25.884,8.986
19003325,628,22.148,7.944,23.598,25.199,8.449,21.464,8.526,6.590
19003389,1167,19.030,6.670,46.228,61.922,8.548,23.910,13.501,4.865
19003593,720,50.975,9.547,13.278,23.501,9.504,16.919,9.632,9.091
19003423,1110,23.966,13.008,35.495,52.020,8.455,22.334,9.880,7.560
19003714,654,40.192,9.460,11.843,19.435,7.048,18.693,9.672,4.314
19003776,1000,28.794,9.149,31.433,44.692,8.126,25.867,10.644,8.406
19003827,620,35.515,24.785,27.942,55.140,24.249,50.100,26.504,23.074
19003881,1055,26.309,23.572,61.186,56.493,25.211,38.939,15.561,12.074
19004132,698,18.807,9.949,12.224,25.318,12.248,18.090,7.289,5.888
19004066,1083,43.830,9.844,26.547,34.309,8.266,28.969,15.442,6.943
19004330,641,39.325,4.742,11.931,21.698,4.386,13.647,5.388,3.919
19004219,994,45.490,15.056,55.642,60.547,18.500,37.966,16.314,10.277
19004448,646,43.091,10.197,14.860,26.896,24.712,22.971,10.184,10.121
19004401,987,22.677,7.767,15.138,31.759,6.010,23.046,8.924,5.051
19004612,759,18.209,5.994,17.923,29.909,5.060,17.550,6.295,4.580
19004655,1183,33.043,8.500,37.556,57.577,6.607,25.213,10.841,6.088
19004894,572,50.856,7.116,10.894,19.162,6.852,19.969,7.949,5.713
19004948,837,77.481,9.032,32.323,25.199,9.201,21.675,9.632,8.059
19005136,748,45.944,24.482,58.844,30.629,26.186,39.120,26.610,24.004
19005122,1277,34.020,6.925,43.075,74.811,8.117,28.697,8.465,6.796
19005219,601,24.583,19.550,21.355,17.465,9.170,22.012,9.191,5.719
19005251,821,22.959,8.567,17.454,34.975,13.419,22.807,17.028,8.923
19005474,544,58.646,12.593,19.471,18.850,11.883,21.258,23.875,11.781
19005400,1007,49.155,15.182,22.616,20.832,13.721,22.385,21.514,17.475
19005697,420,41.382,10.372,24.040,43.514,8.736,20.010,10.617,6.088
19005730,686,68.527,44.199,96.705,67.768,55.209,56.442,45.288,37.960
19005915,352,34.507,12.050,16.802,17.870,7.165,22.774,16.364,5.878
19005845,498,65.510,36.955,34.756,54.324,33.428,53.261,36.910,12.884
19006032,243,17.299,7.740,16.769,15.163,7.818,16.450,14.298,6.804
19006009,461,71.828,23.062,38.723,35.634,28.314,27.494,24.457,23.594
19006355,235,81.239,57.623,47.066,49.847,28.623,53.546,71.169,23.303
19006327,417,65.339,23.639,38.211,54.321,27.317,28.736,25.964,22.934
19006413,238,49.341,17.213,19.770,18.034,10.874,15.271,16.587,4.912
19006450,459,69.782,33.304,67.557,85.369,72.433,46.514,29.217,14.716
19006697,263,31.067,8.997,29.106,28.348,7.663,14.644,10.039,8.059
19006671,476,99.961,92.477,143.094,105.804,135.503,92.525,66.284,60.512
19006853,270,66.698,36.287,48.623,39.151,11.244,21.627,16.911,12.281
19006966,429,32.806,17.819,24.054,20.827,13.394,23.601,16.108,8.719
19007010,347,29.599,12.369,23.376,16.283,12.979,23.652,11.160,8.644
