serial,8,2,1000,94.292,1.000
occ,8,2,1000,114.080,0.827
2pl,8,2,1000,185.021,0.510
stm,8,2,1000,238.206,0.396
spectrum,8,2,1000,145.457,0.648
dmvcc,8,2,1000,138.854,0.679
parevm,8,2,1000,32.843,2.871
smartsched_onlyPreCommit,8,2,1000,129.452,0.728
smartsched_onlySched,8,2,1000,89.054,1.059
smartsched,8,2,1000,79.062,1.193
serial,8,4,1000,93.599,1.000
occ,8,4,1000,109.234,0.857
2pl,8,4,1000,176.449,0.530
stm,8,4,1000,174.840,0.535
spectrum,8,4,1000,111.737,0.838
dmvcc,8,4,1000,108.384,0.864
parevm,8,4,1000,22.545,4.152
smartsched_onlyPreCommit,8,4,1000,110.480,0.847
smartsched_onlySched,8,4,1000,79.158,1.182
smartsched,8,4,1000,47.588,1.967
serial,8,6,1000,92.850,1.000
occ,8,6,1000,112.031,0.829
2pl,8,6,1000,190.939,0.486
stm,8,6,1000,135.151,0.687
spectrum,8,6,1000,90.598,1.025
dmvcc,8,6,1000,82.698,1.123
parevm,8,6,1000,23.835,3.896
smartsched_onlyPreCommit,8,6,1000,90.726,1.023
smartsched_onlySched,8,6,1000,69.463,1.337
smartsched,8,6,1000,31.654,2.933
serial,8,8,1000,92.858,1.000
occ,8,8,1000,111.220,0.835
2pl,8,8,1000,188.832,0.492
stm,8,8,1000,112.097,0.828
spectrum,8,8,1000,79.873,1.163
dmvcc,8,8,1000,68.196,1.362
parevm,8,8,1000,22.903,4.054
smartsched_onlyPreCommit,8,8,1000,80.280,1.157
smartsched_onlySched,8,8,1000,62.853,1.477
smartsched,8,8,1000,25.157,3.691
serial,8,10,1000,92.253,1.000
occ,8,10,1000,109.186,0.845
2pl,8,10,1000,184.326,0.500
stm,8,10,1000,97.042,0.951
spectrum,8,10,1000,72.269,1.277
dmvcc,8,10,1000,57.903,1.593
parevm,8,10,1000,23.170,3.982
smartsched_onlyPreCommit,8,10,1000,73.669,1.252
smartsched_onlySched,8,10,1000,57.755,1.597
smartsched,8,10,1000,24.160,3.818
serial,8,12,1000,92.030,1.000
occ,8,12,1000,107.382,0.857
2pl,8,12,1000,181.381,0.507
stm,8,12,1000,84.274,1.092
spectrum,8,12,1000,66.913,1.375
dmvcc,8,12,1000,50.246,1.832
parevm,8,12,1000,23.332,3.944
smartsched_onlyPreCommit,8,12,1000,67.145,1.371
smartsched_onlySched,8,12,1000,53.237,1.729
smartsched,8,12,1000,23.803,3.866
serial,8,16,1000,91.825,1.000
occ,8,16,1000,110.597,0.830
2pl,8,16,1000,172.367,0.533
stm,8,16,1000,68.593,1.339
spectrum,8,16,1000,58.774,1.562
dmvcc,8,16,1000,39.459,2.327
parevm,8,16,1000,23.599,3.891
smartsched_onlyPreCommit,8,16,1000,59.930,1.532
smartsched_onlySched,8,16,1000,47.392,1.938
smartsched,8,16,1000,23.098,3.975
serial,8,32,1000,91.283,1.000
occ,8,32,1000,106.347,0.858
2pl,8,32,1000,89.527,1.020
stm,8,32,1000,44.046,2.072
spectrum,8,32,1000,44.877,2.034
dmvcc,8,32,1000,24.301,3.756
parevm,8,32,1000,23.798,3.836
smartsched_onlyPreCommit,8,32,1000,46.038,1.983
smartsched_onlySched,8,32,1000,34.926,2.614
smartsched,8,32,1000,21.912,4.166
serial,8,64,1000,92.360,1.000
occ,8,64,1000,107.781,0.857
2pl,8,64,1000,49.453,1.868
stm,8,64,1000,33.109,2.790
spectrum,8,64,1000,35.033,2.636
dmvcc,8,64,1000,21.381,4.320
parevm,8,64,1000,23.265,3.970
smartsched_onlyPreCommit,8,64,1000,35.789,2.581
smartsched_onlySched,8,64,1000,25.635,3.603
smartsched,8,64,1000,21.214,4.354
serial,8,128,1000,91.031,1.000
occ,8,128,1000,104.458,0.871
2pl,8,128,1000,36.451,2.497
stm,8,128,1000,28.854,3.155
spectrum,8,128,1000,27.658,3.291
dmvcc,8,128,1000,21.062,4.322
parevm,8,128,1000,23.065,3.947
smartsched_onlyPreCommit,8,128,1000,28.480,3.196
smartsched_onlySched,8,128,1000,21.432,4.247
smartsched,8,128,1000,20.776,4.382
