19000092,235,65.010,32.545,74.691,85.262,27.659,62.013,34.702,9.564
19000008,600,68.696,19.006,37.595,42.775,8.349,22.530,11.707,11.681
19000286,206,71.323,16.132,25.738,21.522,11.530,18.247,11.614,11.230
19000260,369,46.003,16.036,25.192,29.388,16.245,27.916,19.152,13.474
19000524,244,35.255,20.391,59.529,51.834,25.221,40.363,55.818,19.737
19000504,490,34.894,12.895,54.586,46.927,22.052,34.188,22.407,9.635
19000632,226,61.042,24.789,38.343,35.419,28.158,29.746,26.681,22.988
19000657,335,89.670,18.873,32.696,37.830,27.475,38.562,21.224,14.203
19000827,221,34.593,11.890,36.155,37.858,19.344,27.532,15.123,10.339
19000944,322,43.751,36.659,30.602,25.142,22.756,36.008,35.343,18.039
19001085,228,67.663,27.916,61.233,40.775,44.433,30.430,33.931,24.270
19001138,336,68.270,25.018,36.891,25.587,15.524,20.427,21.572,6.064
19001240,203,101.895,37.692,101.438,45.491,40.627,56.835,60.989,34.496
19001377,358,79.720,22.229,35.304,41.344,18.322,37.839,31.357,12.573
19001453,217,72.159,36.124,89.726,86.709,42.043,64.674,59.614,49.482
19001407,329,66.254,55.810,63.075,53.042,47.008,68.776,50.633,25.355
19001625,230,44.495,13.984,21.456,13.685,12.098,14.951,6.359,6.613
19001603,481,68.555,38.383,71.552,38.704,41.848,67.627,67.769,35.605
19001950,212,46.213,16.690,24.663,28.391,17.270,22.676,17.162,10.909
19001986,374,47.055,39.311,81.691,72.100,28.706,35.550,16.465,15.129
19002062,207,51.854,27.044,83.281,45.357,49.218,29.494,47.280,22.537
19002002,376,81.939,39.506,70.693,53.823,55.695,73.466,66.953,30.463
19002335,202,60.058,10.882,15.220,12.104,10.697,15.339,8.418,6.683
19002302,342,54.913,19.948,39.762,20.457,27.831,35.436,21.059,20.284
19002588,222,38.216,13.496,28.321,28.749,12.543,26.515,26.434,10.803
19002571,390,37.051,12.874,50.168,40.394,21.521,27.841,11.579,14.841
19002790,370,44.905,19.235,17.095,24.701,10.423,17.192,20.455,5.791
19002794,554,29.954,8.092,19.267,32.731,18.158,21.735,8.419,7.730
19002888,634,31.209,17.191,74.081,82.271,21.818,31.240,9.179,8.321
19002951,973,49.318,14.170,21.653,42.888,15.482,23.745,7.155,6.409
19003017,676,33.080,23.383,27.205,63.324,32.617,26.731,33.914,22.407
19003013,997,56.746,17.395,46.581,56.534,23.785,49.142,13.517,8.925
19003325,628,22.400,8.544,22.210,34.147,11.011,24.233,8.574,6.347
19003389,1167,19.335,6.602,51.312,73.072,6.240,23.832,11.580,4.926
19003593,720,27.466,9.656,20.178,25.390,10.790,18.782,9.744,9.014
19003423,1110,24.331,8.962,37.819,48.281,8.349,22.192,9.572,8.070
19003714,654,17.531,8.133,16.131,21.936,6.523,17.282,14.247,6.477
19003776,1000,28.763,9.437,34.258,43.716,12.102,31.850,10.829,17.031
19003827,620,35.316,24.630,30.737,39.127,23.510,42.812,27.209,23.299
19003881,1055,54.840,11.897,59.545,57.227,15.316,36.269,23.879,11.553
19004132,698,20.976,11.087,17.100,29.482,11.454,18.688,9.976,5.681
19004066,1083,32.559,19.448,25.059,42.941,8.574,31.498,17.418,7.890
19004330,641,16.926,4.973,11.631,25.880,4.605,14.193,4.998,5.113
19004219,994,35.270,15.496,66.574,69.570,15.974,41.242,25.741,10.473
19004448,646,44.496,9.420,18.070,29.255,10.226,20.735,10.162,10.156
19004401,987,23.883,14.551,16.513,38.220,7.153,20.591,15.276,5.005
19004612,759,17.301,5.557,15.506,34.569,5.118,15.081,6.524,4.492
